time,hazard_prob,hazard_label,label_now
2023-01-01T00:34:45.000000000,0.0006524760033005119,0,0
2023-01-01T00:35:00.000000000,0.000612622799738238,0,0
2023-01-01T00:35:15.000000000,0.0007169045799968803,0,0
2023-01-01T00:35:30.000000000,0.0006082995193238674,0,0
2023-01-01T00:35:45.000000000,0.0024427891403167776,0,0
2023-01-01T00:36:00.000000000,0.0006721532403233125,0,0
2023-01-01T00:36:15.000000000,0.0006524760033005119,0,0
2023-01-01T00:36:30.000000000,0.0006551293239042278,0,0
2023-01-01T00:36:45.000000000,0.0006243413450965379,0,0
2023-01-01T00:37:00.000000000,0.0008553663179841417,0,0
2023-01-01T00:37:15.000000000,0.0006920242173872582,0,0
2023-01-01T00:37:30.000000000,0.0006998998769371897,0,0
2023-01-01T00:37:45.000000000,0.0006975706260382322,0,0
2023-01-01T00:38:00.000000000,0.0007301273019568672,0,0
2023-01-01T00:38:15.000000000,0.0007320697601367756,0,0
2023-01-01T00:38:30.000000000,0.0007186622074072055,0,0
2023-01-01T00:38:45.000000000,0.0007988748492033854,0,0
2023-01-01T00:39:00.000000000,0.0007746905430074753,0,0
2023-01-01T00:39:15.000000000,0.0006741689548368991,0,0
2023-01-01T00:39:30.000000000,0.0007071176177434111,0,0
2023-01-01T00:39:45.000000000,0.0007257751579102215,0,0
2023-01-01T00:40:00.000000000,0.0007418621780306947,0,0
2023-01-01T00:40:15.000000000,0.0008219179476945178,0,0
2023-01-01T00:40:30.000000000,0.0007899532610101695,0,0
2023-01-01T00:40:45.000000000,0.0008309383800490803,0,0
2023-01-01T00:41:00.000000000,0.0012231822134324826,0,0
2023-01-01T00:41:15.000000000,0.0012325651832223229,0,0
2023-01-01T00:41:30.000000000,0.0008233323446420798,0,0
2023-01-01T00:41:45.000000000,0.0006741046067286119,0,0
2023-01-01T00:42:00.000000000,0.0006775257069383531,0,0
2023-01-01T00:42:15.000000000,0.0007109685572796292,0,0
2023-01-01T00:42:30.000000000,0.00068796063196749,0,0
2023-01-01T00:42:45.000000000,0.0007077197046410154,0,0
2023-01-01T00:43:00.000000000,0.0006523516816044147,0,0
2023-01-01T00:43:15.000000000,0.0006915436545988191,0,0
2023-01-01T00:43:30.000000000,0.0006484009265114951,0,0
2023-01-01T00:43:45.000000000,0.009827733649426443,0,0
2023-01-01T00:44:00.000000000,0.0006774284223455737,0,0
2023-01-01T00:44:15.000000000,0.0007633379458232895,0,0
2023-01-01T00:44:30.000000000,0.000751827896624442,0,0
2023-01-01T00:44:45.000000000,0.0006476801987596911,0,0
2023-01-01T00:45:00.000000000,0.0005680764886047132,0,0
2023-01-01T00:45:15.000000000,0.0006037770096677116,0,0
2023-01-01T00:45:30.000000000,0.0007609100294999371,0,0
2023-01-01T00:45:45.000000000,0.0007519985729272695,0,0
2023-01-01T00:46:00.000000000,0.0007758621635931547,0,0
2023-01-01T00:46:15.000000000,0.0007629890193482801,0,0
2023-01-01T00:46:30.000000000,0.0007868890672438998,0,0
2023-01-01T00:46:45.000000000,0.0007817952882308132,0,0
2023-01-01T00:47:00.000000000,0.0007432821160667627,0,0
2023-01-01T00:47:15.000000000,0.0006779381249164645,0,0
2023-01-01T00:47:30.000000000,0.0006884462811725974,0,0
2023-01-01T00:47:45.000000000,0.0006291946415638977,0,0
2023-01-01T00:48:00.000000000,0.000642204415390425,0,0
2023-01-01T00:48:15.000000000,0.000704462763592994,0,0
2023-01-01T00:48:30.000000000,0.0007164151435191886,0,0
2023-01-01T00:48:45.000000000,0.0006583105481019723,0,0
2023-01-01T00:49:00.000000000,0.0007466458532036915,0,0
2023-01-01T00:49:15.000000000,0.0007319375815963225,0,0
2023-01-01T00:49:30.000000000,0.0007143202414671118,0,0
2023-01-01T00:49:45.000000000,0.0009237997251927605,0,0
2023-01-01T00:50:00.000000000,0.0007758621635931547,0,0
2023-01-01T00:50:15.000000000,0.0006387370914118363,0,0
2023-01-01T00:50:30.000000000,0.0006542643744894036,0,0
2023-01-01T00:50:45.000000000,0.0007212343763185045,0,0
2023-01-01T00:51:00.000000000,0.0007212343763185045,0,0
2023-01-01T00:51:15.000000000,0.0007174976307152097,0,0
2023-01-01T00:51:30.000000000,0.000692031831400687,0,0
2023-01-01T00:51:45.000000000,0.0007189303317732457,0,0
2023-01-01T00:52:00.000000000,0.0007128177123641482,0,0
2023-01-01T00:52:15.000000000,0.001499039413423444,0,0
2023-01-01T00:52:30.000000000,0.0007494570794200228,0,0
2023-01-01T00:52:45.000000000,0.0007758621635931547,0,0
2023-01-01T00:53:00.000000000,0.0007368737241953792,0,0
2023-01-01T00:53:15.000000000,0.0007117945967653335,0,0
2023-01-01T00:53:30.000000000,0.0008493848950135781,0,0
2023-01-01T00:53:45.000000000,0.0008576026253668778,0,0
2023-01-01T00:54:00.000000000,0.0006985928644401351,0,0
2023-01-01T00:54:15.000000000,0.0006978842065402088,0,0
2023-01-01T00:54:30.000000000,0.0007088359077690293,0,0
2023-01-01T00:54:45.000000000,0.0007273426091726367,0,0
2023-01-01T00:55:00.000000000,0.000576111060298668,0,0
2023-01-01T00:55:15.000000000,0.0005716274488109573,0,0
2023-01-01T00:55:30.000000000,0.0005922291052443114,0,0
2023-01-01T00:55:45.000000000,0.0005987425325096197,0,0
2023-01-01T00:56:00.000000000,0.0005903240094292919,0,0
2023-01-01T00:56:15.000000000,0.0006971479103955521,0,0
2023-01-01T00:56:30.000000000,0.000884338583804151,0,0
2023-01-01T00:56:45.000000000,0.0007518697826460304,0,0
2023-01-01T00:57:00.000000000,0.0006721262108021797,0,0
2023-01-01T00:57:15.000000000,0.0007823887702621227,0,0
2023-01-01T00:57:30.000000000,0.000708106724399471,0,0
2023-01-01T00:57:45.000000000,0.0007075126360944145,0,0
2023-01-01T00:58:00.000000000,0.000736255518697339,0,0
2023-01-01T00:58:15.000000000,0.0007181713492474723,0,0
2023-01-01T00:58:30.000000000,0.0008317471964952296,0,0
2023-01-01T00:58:45.000000000,0.0006878896164925349,0,0
2023-01-01T00:59:00.000000000,0.0007766411480412836,0,0
2023-01-01T00:59:15.000000000,0.0007075126360944145,0,0
2023-01-01T00:59:30.000000000,0.0007075126360944145,0,0
2023-01-01T00:59:45.000000000,0.0007331541730137944,0,0
2023-01-01T01:00:00.000000000,0.0007368737241953792,0,0
2023-01-01T01:00:15.000000000,0.0008807100752350806,0,0
2023-01-01T01:00:30.000000000,0.000708106724399471,0,0
2023-01-01T01:00:45.000000000,0.001045880535236146,0,0
2023-01-01T01:01:00.000000000,0.00107535581822114,0,0
2023-01-01T01:01:15.000000000,0.0009281489811647213,0,0
2023-01-01T01:01:30.000000000,0.001380812317047244,0,0
2023-01-01T01:01:45.000000000,0.0011479953025651287,0,0
2023-01-01T01:02:00.000000000,0.000621412321203121,0,0
2023-01-01T01:02:15.000000000,0.0006104697722980576,0,0
2023-01-01T01:02:30.000000000,0.0006273579578169835,0,0
2023-01-01T01:02:45.000000000,0.0006142511609996228,0,0
2023-01-01T01:03:00.000000000,0.0005806444256651579,0,0
2023-01-01T01:03:15.000000000,0.0006104697722980576,0,0
2023-01-01T01:03:30.000000000,0.0006374906555630276,0,0
2023-01-01T01:03:45.000000000,0.0006678703752366717,0,0
2023-01-01T01:04:00.000000000,0.0005814563591353589,0,0
2023-01-01T01:04:15.000000000,0.0006309608971321019,0,0
2023-01-01T01:04:30.000000000,0.0006325296568084205,0,0
2023-01-01T01:04:45.000000000,0.0006325296568084205,0,0
2023-01-01T01:05:00.000000000,0.000614302099314413,0,0
2023-01-01T01:05:15.000000000,0.0015757990184178182,0,0
2023-01-01T01:05:30.000000000,0.0006396128316006689,0,0
2023-01-01T01:05:45.000000000,0.0060119735233890165,0,0
2023-01-01T01:06:00.000000000,0.0006101152783172399,0,0
2023-01-01T01:06:15.000000000,0.0007048438701855324,0,0
2023-01-01T01:06:30.000000000,0.0006983725655212511,0,0
2023-01-01T01:06:45.000000000,0.0006768008339519863,0,0
2023-01-01T01:07:00.000000000,0.0007400900421936632,0,0
2023-01-01T01:07:15.000000000,0.0009309343923413185,0,0
2023-01-01T01:07:30.000000000,0.0008231669685458792,0,0
